id;name;city;country;iata;icao;tz
6310;Sondok Airport;Hamhung;North Korea;DSO;ZKSD;Asia/Pyongyang
6311;Malcolm McKinnon Airport;Brunswick;United States;SSI;KSSI;America/New_York
6312;Beaver County Airport;Beaver Falls;United States;BFP;KBVI;America/New_York
6313;Georgetown County Airport;Georgetown;United States;GGE;KGGE;America/New_York
6314;Hardwick Field;Cleveland;United States;HDI;KHDI;America/New_York
6315;Renton Municipal Airport;Renton;United States;RNT;KRNT;America/Los_Angeles
6316;Brackett Field;La Verne;United States;POC;KPOC;America/Los_Angeles
6317;Cross City Airport;Cross City;United States;CTY;KCTY;America/New_York
6318;Oconee County Regional Airport;Clemson;United States;CEU;KCEU;America/New_York
6319;Beech Factory Airport;Wichita;United States;BEC;KBEC;America/Chicago
6320;Tabing Airport;Padang;Indonesia;NULL;WIMG;Asia/Jakarta
6321;Tom B. David Field;Calhoun;United States;NULL;KCZL;America/New_York
6322;Habersham County Airport;Cornelia;United States;NULL;KAJR;America/New_York
6323;Georgetown Municipal Airport;Georgetown;United States;NULL;KGTU;America/Chicago
6324;Old Rhinebeck Airport;Rhinebeck;United States;NULL;NY94;America/New_York
6325;Duxford Aerodrome;Duxford;United Kingdom;QFO;EGSU;Europe/London
6326;Sidney Municipal-Lloyd W Carr Field;Sidney;United States;SNY;KSNY;America/Denver
6327;Newnan Hospital Heliport;Bengassi;Mali;NULL;GA46;Africa/Bamako
6328;Great Keppel Is Airport;Great Keppel Island;Australia;GKL;YGKL;Australia/Brisbane
6329;Roper Bar Airport;Roper Bar;Australia;RPB;YRRB;Australia/Darwin
6330;Mount Garnet Airport;Mount Garnet;Australia;NULL;YMRT;Australia/Brisbane
6331;Innisfail Airport;Innisfail;Australia;IFL;YIFL;Australia/Brisbane
6332;Kalaeloa Airport;Kapolei;United States;JRF;PHJR;Pacific/Honolulu
6333;Bamiyan Airport;Bamyan;Afghanistan;BIN;OABN;Asia/Kabul
6334;Changbaishan Airport;Baishan;China;NBS;ZYBS;Asia/Shanghai
6335;Orang Airport;Chongjin;North Korea;RGO;ZKHM;Asia/Pyongyang
6336;Moomba Airport;Moomba;Australia;MOO;YOOM;Australia/Adelaide
6337;Lublin Airport;Lublin;Poland;LUZ;EPLB;Europe/Warsaw
6338;Iosco County Airport;East Tawas;United States;ECA;K6D9;America/New_York
6339;Madison County Executive Airport-Tom Sharp Jr Field;Huntsville;United States;NULL;KMDQ;America/Chicago
6340;Leesburg Executive Airport;Leesburg;United States;NULL;KJYO;America/New_York
6341;Anoka County-Blaine (Janes Field) Airport;Anoka;United States;NULL;KANE;America/Chicago
6342;Robinson Crusoe Airport;San Juan Bautista;Chile;NULL;SCIR;America/Santiago
6343;Villa Airport;Maamigili;Maldives;VAM;VRMV;Indian/Maldives
6344;Lingling Airport;Yongzhou;China;LLF;ZGLG;Asia/Shanghai
6345;Lošinj Island Airport;Mali Losinj;Croatia;LSZ;LDLO;Europe/Zagreb
6346;Onslow Airport;Onslow;Australia;ONS;YOLW;Australia/Perth
6347;Theodore Airport;Theodore;Australia;TDR;YTDR;Australia/Brisbane
6348;Williamson Sodus Airport;Williamson;United States;NULL;KSDC;America/New_York
6349;Fairoaks Airport;Fairoaks;United Kingdom;NULL;EGTF;Europe/London
6350;Boulder Municipal Airport;Boulder;United States;WBU;KBDU;America/Denver
6351;Neustadt-Glewe Airport;Neustadt-Glewe;Germany;NULL;EDAN;Europe/Berlin
6352;Goetsenhoven Air Base;GOETSENHOVEN;Belgium;NULL;EBTN;Europe/Brussels
6353;Tutow Airport;Wildenrath;Germany;NULL;EDUW;Europe/Berlin
6354;Bremgarten Airport;Bremgarten;Germany;NULL;EDTG;Europe/Berlin
6355;Bitburg Airport;Birburg;Germany;BBJ;EDRB;Europe/Berlin
6356;Palo Alto Airport of Santa Clara County;Palo Alto;United States;PAO;KPAO;America/Los_Angeles
6357;Ust-Nera Airport;Ust-Nera;Russia;USR;UEMT;Asia/Vladivostok
6358;Letiště Vysoké Mýto;Vysoke Myto;Czech Republic;NULL;LKVM;Europe/Prague
6359;Spa (la Sauvenière) Airfield;Spa;Belgium;NULL;EBSP;Europe/Brussels
6360;Falcon Field;Mesa;United States;MSC;KFFZ;America/Phoenix
6361;Coolidge Municipal Airport;Cooldige;United States;NULL;KP08;America/Phoenix
6362;Cottonwood Airport;Cottonwood;United States;NULL;KP52;America/Phoenix
6363;Namur-Suarlée Airfield;Namur;Belgium;NULL;EBNM;Europe/Brussels
6364;Kiewit Airfield Hasselt;Hasselt;Belgium;NULL;EBZH;Europe/Brussels
6365;Ak-Chin Regional Airport;Phoenix;United States;NULL;KA39;America/Phoenix
6366;Wickenburg Municipal Airport;Wickenburg;United States;NULL;KE25;America/Phoenix
6367;Yangzhou Taizhou Airport;Yangzhou;China;YTY;ZSYA;Asia/Shanghai
6368;Oakland County International Airport;Pontiac;United States;PTK;KPTK;America/New_York
6369;Kissidougou Airport;Kissidougou;Guinea;KSI;GUKU;Africa/Conakry
6370;Dillant Hopkins Airport;Keene;United States;EEN;KEEN;America/New_York
6371;Tianshui Maijishan Airport;Tianshui;China;THQ;ZLTS;Asia/Shanghai
6372;Kawama Airport;Kawama;Cuba;VRO;MUKW;America/Havana
6373;Kooddoo Airport;Kooddoo;Maldives;GKK;VRMO;Indian/Maldives
6375;Rochester Airport;Rochester;United Kingdom;RCS;EGTO;Europe/London
6376;Termas de Río Hondo international Airport;Rio Hondo;Argentina;RHD;SANR;America/Cordoba
6377;Keetmanshoop Airport;Keetmanshoop;Namibia;KMP;FYKT;Africa/Windhoek
6378;Kangding Airport;Kangding;China;KGT;ZUKD;Asia/Shanghai
6379;Velikiy Ustyug Airport;Veliky Ustyug;Russia;VUS;ULWU;Europe/Moscow
6380;Iowa City Municipal Airport;Iowa City;United States;IOW;KIOW;America/Chicago
6381;Turpan Jiaohe Airport;Turpan;China;TLQ;ZWTP;Asia/Shanghai
6382;Lorenzo Airport;Morro de Sao Paulo;Brazil;NULL;SNCL;America/Fortaleza
6383;Windom Municipal Airport;Windom;United States;NULL;KMWM;America/Chicago
6384;Longview Ranch Airport;Longview;United States;NULL;OG39;America/Los_Angeles
6385;Rothera Research Station;Rothera Research Station;United Kingdom;NULL;EGAR;Antarctica/South_Pole
6386;Sortavala Airport;Sortavala;Russia;NULL;ULPW;Europe/Moscow
6387;Lee Airport;Annapolis;United States;ANP;KANP;America/New_York
6388;Cuamba Airport;Cuamba;Mozambique;FXO;FQCB;Africa/Maputo
6389;Bodaybo Airport;Bodaibo;Russia;ODO;UIKB;Asia/Irkutsk
6390;Zhytomyr Airport;Zhytomyr;Ukraine;ZTR;UKKV;Europe/Kiev
6391;Paluknys Airport;Paluknys;Lithuania;NULL;EYVP;Europe/Vilnius
6392;Mattala Rajapaksa International Airport;Mattala;Sri Lanka;HRI;VCRI;Asia/Colombo
6393;Pecos Municipal Airport;Pecos;United States;PEQ;KPEQ;America/Chicago
6394;Hattiesburg Bobby L Chain Municipal Airport;Hattiesburg;United States;HBG;KHBG;America/Chicago
6395;Botucatu - Tancredo de Almeida Neves Airport;Botucatu;Brazil;QCJ;SDBK;America/Sao_Paulo
6396;Base Aérea Airport;Anapolis;Brazil;NULL;SBAN;America/Sao_Paulo
6397;Mário Pereira Lopes–São Carlos Airport;Sao Carlos;Brazil;QSC;SDSC;America/Sao_Paulo
6398;Chan Gurney Municipal Airport;Yankton;United States;YKN;KYKN;America/Chicago
6399;Sir Bani Yas Airport;Sir Bani Yas Island;United Arab Emirates;XSB;OMBY;Asia/Dubai
6400;Bromont (Roland Desourdy) Airport;Bromont;Canada;ZBM;CZBM;America/Toronto
6401;Beccles Airport;Beccles;United Kingdom;NULL;EGSM;Europe/London
6402;Kratie Airport;Kratie;Cambodia;KTI;VDKT;Asia/Phnom_Penh
6403;Caldera Airport;Caldera;Chile;NULL;SCCL;America/Santiago
6404;San Pedro de Atacama Airport;San Pedro de Atacama;Chile;NULL;SCPE;America/Santiago
6405;Copacabana Airport;Copacabana;Bolivia;NULL;SLCC;America/La_Paz
6406;Guyuan Liupanshan Airport;Guyuan;China;GYU;ZLGY;Asia/Shanghai
6407;RAF Brawdy;Brawdy;United Kingdom;NULL;EGDA;Europe/London
6408;Changhai Airport;Changhai;China;CNI;ZYCH;Asia/Shanghai
6409;Redhill Aerodrome;Redhill;United Kingdom;KRH;EGKR;Europe/London
6410;Jiagedaqi Airport;Jiagedaqi District;China;JGD;ZYJD;Asia/Shanghai
6411;Chinchilla Airport;Chinchilla;Australia;CCL;YCCA;Australia/Brisbane
6412;Hayward Executive Airport;Hayward;United States;HWD;KHWD;America/Los_Angeles
6413;Motueka Airport;Motueka;New Zealand;MZP;NZMK;Pacific/Auckland
6414;Shute Harbour Airport;Shute Harbour;Australia;JHQ;YSHR;Australia/Brisbane
6415;Enstone Aerodrome;Enstone;United Kingdom;NULL;EGTN;Europe/London
6416;Ann Arbor Municipal Airport;Ann Arbor;United States;ARB;KARB;America/New_York
6417;Shepparton Airport;Shepparton;Australia;SHT;YSHT;Australia/Hobart
6418;Temora Airport;Temora;Australia;TEM;YTEM;Australia/Sydney
6419;Gayndah Airport;Gayndah;Australia;GAH;YGAY;Australia/Brisbane
6420;Wilcannia Airport;Wilcannia;Australia;WIO;YWCA;Australia/Sydney
6421;Ivanhoe Airport;Ivanhoe;Australia;NULL;YIVO;Australia/Sydney
6422;Menindee Airport;Menindee;Australia;NULL;YMED;Australia/Sydney
6423;Pooncarie Airport;Pooncarie;Australia;NULL;YPCE;Australia/Sydney
6424;Tilpa Airport;Tilpa;Australia;NULL;YTLP;Australia/Sydney
6425;Reichenbach Air Base;Reichenbach im Kandertal;Switzerland;NULL;LSGR;Europe/Zurich
6426;Bijie Feixiong Airport;Bijie;China;BFJ;ZUBJ;Asia/Shanghai
6427;Lensk Airport;Lensk;Russia;ULK;UERL;Asia/Yakutsk
6428;Kavalerovo Airport;Kavalerovo;Russia;KVR;UHWK;Asia/Vladivostok
6429;Iğdır Airport;Igdir;Turkey;IGD;LTCT;Europe/Istanbul
6430;Şanlıurfa GAP Airport;Sanliurfa;Turkey;GNY;LTCS;Europe/Istanbul
6431;Zafer Airport;Kutahya;Turkey;KZR;LTBZ;Europe/Istanbul
6432;Velikiye Luki Airport;Velikiye Luki;Russia;VLU;ULOL;Europe/Moscow
6433;Yelahanka Air Force Station;Bangalore;India;NULL;VOYK;Asia/Calcutta
6434;Yeltsovka Airport;Novosibirsk;Russia;NULL;UNNE;Asia/Krasnoyarsk
6435;Kodinsk Airport;Kodinsk;Russia;NULL;UNKI;Asia/Krasnoyarsk
6436;Lake Macquarie Airport;Lake Macquarie;Australia;BEO;YPEC;Australia/Sydney
6437;Henry County Airport;Hampton;United States;NULL;K4A7;America/New_York
6438;Brampton Island Airport;Brampton Island;Australia;BMP;YBPI;Australia/Brisbane
6439;Alameda Naval Air Station;Alameda;United States;NGZ;KNGZ;America/Los_Angeles
6440;Endelave Flyveplads;Endelage;Denmark;NULL;EKEL;Europe/Copenhagen
6441;St. Johann In Tirol Airport;St. Johann in Tirol;Austria;NULL;LOIJ;Europe/Vienna
6442;Thalmässing-Waizenhofen Airport;Thalmaessing;Germany;NULL;EDPW;Europe/Berlin
6443;Cochrane Airport;Cochrane;Canada;YCN;CYCN;America/Toronto
6444;Estadual Arthur Siqueira Airport;Braganca Paulista;Brazil;BJP;SBBP;America/Sao_Paulo
6445;Busselton Regional Airport;Brusselton;Australia;BQB;YBLN;Australia/Perth
6446;Srednekolymsk Airport;Srednekolymsk;Russia;SEK;UESK;Asia/Srednekolymsk
6447;Comarapa Airport;Salt Lake City;United States;NULL;SLCR;America/La_Paz
6448;Inverell Airport;Inverell;Australia;IVR;YIVL;Australia/Sydney
6449;Glen Innes Airport;Glen Innes;Australia;GLI;YGLI;Australia/Sydney
6450;Ansbach-Petersdorf Airport;Ansbach;Germany;NULL;EDQF;Europe/Berlin
6451;Immokalee Regional Airport;Immokalee ;United States;IMM;KIMM;America/New_York
6452;Maranggo Airport;Sulawesi Tenggara;Indonesia;TQQ;WA44;Asia/Makassar
6454;Yichun Mingyueshan Airport;Yichun;China;YIC;ZSYC;Asia/Shanghai
6455;Dinwiddie County Airport;Petersburg;United States;PTB;KPTB;America/New_York
6456;Kasongo Airport;Kasongo;Congo (Kinshasa);NULL;FZOK;Africa/Lubumbashi
6457;McMurdo Station Pegasus Field;McMurdo Station;Antarctica;NULL;NZPG;Antarctica/South_Pole
6458;Klatovy Airport;Klatovy;Czech Republic;NULL;LKKT;Europe/Prague
6459;Sheboygan County Memorial Airport;Sheboygan;United States;SBM;KSBM;America/Chicago
6460;Fortescue - Dave Forrest Aerodrome;Cloudbreak;Australia;KFE;YFDF;Australia/Perth
6461;Kangel Danda Airport;Kangel Danda;Nepal;NULL;VNKL;Asia/Katmandu
6462;Bajura Airport;Bajura;Nepal;BJU;VNBR;Asia/Katmandu
6463;Chara Airport;Chara;Russia;NULL;UIAR;Asia/Yakutsk
6464;Herning Airport;Herning;Denmark;NULL;EKHG;Europe/Copenhagen
6465;Oberschleißheim Airfield;Schleissheim;Germany;NULL;EDNX;Europe/Berlin
6466;Pinal Airpark;Marana;United States;MZJ;KMZJ;America/Phoenix
6467;Glendale Municipal Airport;Glendale;United States;NULL;KGEU;America/Phoenix
6468;Safford Regional Airport;Safford;United States;SAD;KSAD;America/Phoenix
6469;Verden-Scharnhorst Airfield;Verden;Germany;NULL;EDWV;Europe/Berlin
6470;Solomon Airport;Solomon;Australia;SLJ;YSOL;Australia/Perth
6471;Nittenau-Bruck Airport;Nittenau;Germany;NULL;EDNM;Europe/Berlin
6472;Kerama Airport;Kerama;Japan;KJP;ROKR;Asia/Tokyo
6473;Americana Airport;Americana;Brazil;NULL;SDAI;America/Sao_Paulo
6474;Ekibastuz Airport;Ekibastuz;Kazakhstan;EKB;UASB;Asia/Qyzylorda
6475;Adamovka;Adamovka;Russia;NULL;UWOD;Asia/Yekaterinburg
6476;Kvarkeno;Kvarkeno;Russia;NULL;UWOH;Asia/Yekaterinburg
6477;Sikeston Memorial Municipal Airport;Sikeston;United States;SIK;KSIK;America/Chicago
6478;Tetiaroa Airport;Tetiaroa;French Polynesia;TTI;NTTE;Pacific/Tahiti
6479;Floyd Bennett Memorial Airport;Queensbury;United States;GFL;KGFL;America/New_York
6480;Saratoga County Airport;Ballston Spa;United States;NULL;K5B2;America/New_York
6481;Crystal River Airport;Crystal River;United States;NULL;KCGC;America/New_York
6482;Martin State Airport;Baltimore;United States;MTN;KMTN;America/New_York
6483;Lincoln Regional Karl Harder Field;Lincoln;United States;NULL;KLHM;America/Los_Angeles
6484;Fostoria Metropolitan Airport;Fostoria;United States;NULL;KFZI;America/New_York
6485;Eastern Slopes Regional Airport;Fryeburg;United States;FRY;KIZG;America/New_York
6486;Coral Creek Airport;Placida;United States;NULL;FA54;America/New_York
6487;Lakefront Airport;New Orleans;United States;NEW;KNEW;America/Chicago
6488;Coeur D'Alene - Pappy Boyington Field;Coeur d'Alene;United States;COE;KCOE;America/Los_Angeles
6489;Beaumont Municipal Airport;Beaumont;United States;BMT;KBMT;America/Chicago
6490;Vermilion Regional Airport;Danville;United States;DNV;KDNV;America/Chicago
6491;Coonabarabran Airport;Coonabarabran;Australia;COJ;YCBB;Australia/Sydney
6492;Space Coast Regional Airport;Titusville;United States;TIX;KTIX;America/New_York
6493;Bumi Airport;Bumi Hills;Zimbabwe;BZH;FVBM;Africa/Harare
6494;Warnervale Airport;Warnervale Airport;Australia;NULL;YWVA;Australia/Sydney
6495;Bouarfa Airport;Bouarfa;Morocco;UAR;GMFB;Africa/Casablanca
6496;Nyeri Airport;NYERI;Kenya;NYE;HKNI;Africa/Nairobi
6497;Andrau Airpark;Houston;United States;AAP;KAAP;America/Chicago
6498;Flying Cloud Airport;Eden Prairie;United States;FCM;KFCM;America/Chicago
6499;Likoma Island Airport;Likoma Island;Malawi;LIX;FWLK;Africa/Blantyre
6500;Johnson County Executive Airport;Olathe;United States;OJC;KOJC;America/Chicago
6501;Sigiriya Air Force Base;Sigiriya;Sri Lanka;GIU;VCCS;Asia/Colombo
6502;Neumünster Airport;Neumuenster;Germany;EUM;EDHN;Europe/Berlin
6503;Tak Airport;Tak;Thailand;TKT;VTPT;Asia/Bangkok
6504;Barrie-Orillia (Lake Simcoe Regional Airport);Barrie-Orillia;Canada;YLK;CYLS;America/Toronto
6505;Huronia Airport;Midland;Canada;NULL;CYEE;America/Toronto
6506;Markham Airport;Markham;Canada;NULL;CNU8;America/Toronto
6507;Stanhope Municipal Airport;Haliburton;Canada;NULL;CND4;America/Toronto
6508;Kawartha Lakes (Lindsay) Airport;Lindsay;Canada;NULL;CNF4;America/Toronto
6509;Niagara District Airport;Saint Catherines;Canada;YCM;CYSN;America/Toronto
6510;Edenvale Aerodrome;Edenvale;Canada;NULL;CNV8;America/Toronto
6511;Orillia Airport;Orillia;Canada;NULL;CNJ4;America/Toronto
6512;Holland Landing Airpark;Holland Landing;Canada;NULL;CLA4;America/Toronto
6513;Parry Sound Area Municipal Airport;Parry Sound;Canada;YPD;CNK4;America/Toronto
6514;Hanover / Saugeen Municipal Airport;Hanover;Canada;NULL;CYHS;America/Toronto
6515;Brandywine Airport;West Goshen Township;United States;NULL;KOQN;America/New_York
6516;Manassas Regional Airport/Harry P. Davis Field;Manassas;United States;MNZ;KHEF;America/New_York
6517;Texas Gulf Coast Regional Airport;Angleton;United States;LJN;KLBX;America/Chicago
6518;Bubovice Airport;Bubovice;Czech Republic;NULL;LKBU;Europe/Prague
6519;Rakkestad Astorp Airport;Rakkestad;Norway;NULL;ENRK;Europe/Oslo
6520;Bingöl Çeltiksuyu Airport;Bingol;Turkey;BGG;LTCU;Europe/Istanbul
6521;Kastamonu Airport;Kastamonu;Turkey;KFS;LTAL;Europe/Istanbul
6522;Elstree Airfield;Elstree;United Kingdom;NULL;EGTR;Europe/London
6523;Sandtoft Airfield;Sandtoft;United Kingdom;NULL;EGCF;Europe/London
6524;Torit Airport;Torit;South Sudan;NULL;HSTR;Africa/Juba
6525;Shelby County Airport;Shelbyville;United States;NULL;K2H0;America/Chicago
6526;Lüliang Airport;Lvliang;China;LLV;ZBLL;Asia/Shanghai
6527;Daocheng Yading Airport;Daocheng;China;DCY;ZUDC;Asia/Shanghai
6528;Gannan Xiahe Airport;Xiahe city;China;GXH;ZLXH;Asia/Shanghai
6529;Vängsö Airport;Vangso;Sweden;NULL;ESSZ;Europe/Stockholm
6530;Comiso Airport;Comiso;Italy;CIY;LICB;Europe/Rome
6531;Enumclaw Airport;Enumclaw;United States;NULL;WA77;America/Los_Angeles
6532;Markovo Airport;Markovo;Russia;KVM;UHMO;Asia/Anadyr
6533;Seymchan Airport;Seymchan;Russia;NULL;UHMS;Asia/Srednekolymsk
6534;Zyryanka Airport;Zyryanka;Russia;ZKP;UESU;Asia/Srednekolymsk
6535;Susuman Airport;Susuman;Russia;NULL;UHMH;Asia/Srednekolymsk
6536;Ust-Maya Airport;Ust-Maya;Russia;UMS;UEMU;Asia/Yakutsk
6537;Aldan Airport;Aldan;Russia;ADH;UEEA;Asia/Yakutsk
6538;Olyokminsk Airport;Olekminsk;Russia;OLZ;UEMO;Asia/Yakutsk
6539;Vitim Airport;Vitim;Russia;NULL;UERT;Asia/Yakutsk
6540;Pellworm Field;Pellworm;Germany;NULL;EDHP;Europe/Berlin
6541;Xinyuan Nalati Airport;Xinyuan;China;NLT;ZWNL;Asia/Shanghai
6542;Port Alsworth Airport;Port alsworth;United States;PTA;PALJ;America/Anchorage
6543;Fontaine Airport;Belfort;France;BOR;LFSQ;Europe/Paris
6544;Fairfield County Airport;Winnsboro;United States;NULL;KFDW;America/New_York
6545;Obock Airport;Obock;Djibouti;OBC;HDOB;Africa/Djibouti
6546;Tadjoura Airport;Tadjoura;Djibouti;TDJ;HDTJ;Africa/Djibouti
6547;Santa Cruz del Quiche Airport;Santa Cruz des Quiche;Guatemala;AQB;MGQC;America/Guatemala
6548;Norðfjörður Airport;Nordfjordur;Iceland;NOR;BINF;Atlantic/Reykjavik
6549;Bursa Airport;Bursa;Turkey;BTZ;LTBE;Europe/Istanbul
6550;Skyhaven Airport;Rochester;United States;NULL;KDAW;America/New_York
6551;Waris Airport;Waris-Papua Island;Indonesia;WAR;WAJR;Asia/Jayapura
6552;Newton City-County Airport;Newton;United States;EWK;KEWK;America/Chicago
6553;La Ferté Alais Airfield;La Ferte Alais;France;NULL;LFFQ;Europe/Paris
6554;Bairnsdale Airport;Bairnsdale;Australia;BSJ;YBNS;Australia/Hobart
6555;Taszár Air Base;Columbus;United States;TZR;LHTA;Europe/Budapest
6556;Fort Bridger Airport;Fort Bridger;United States;FBR;KFBR;America/Denver
6557;Prosser Airport;Prosser;United States;NULL;KS40;America/Los_Angeles
6558;Chehalis Centralia Airport;Chehalis;United States;CLS;KCLS;America/Los_Angeles
6559;Desert Aire Regional Airport;Mattawa;United States;NULL;KM94;America/Los_Angeles
6560;Evanston-Uinta County Airport-Burns Field;Evanston;United States;EVW;KEVW;America/Denver
6561;Sabetha Municipal Airport;Sabetha;United States;NULL;KK83;America/Chicago
6562;Mt Pleasant Regional-Faison field;Mount Pleasant;United States;NULL;KLRO;America/New_York
6563;Jimmy Carter Regional Airport;Americus;United States;NULL;KACJ;America/New_York
6564;Weedon Field;Eufala;United States;EUF;KEUF;America/Chicago
6565;Saluda County Airport;Saluda;United States;NULL;K6J4;America/New_York
6566;Dare County Regional Airport;Manteo;United States;MEO;KMQI;America/New_York
6567;Auburn University Regional Airport;Auburn;United States;AUO;KAUO;America/Chicago
6568;Tri Cities Airport;Endicott;United States;NULL;KCZG;America/New_York
6569;Bessemer Airport;Bessemer;United States;NULL;KEKY;America/Chicago
6570;Colorado Springs East Airport;Ellicott;United States;NULL;KA50;America/Denver
6571;Crystal Airport;Crystal;United States;NULL;KMIC;America/Chicago
6572;Clarke County Airport;Quitman;United States;NULL;K23M;America/Chicago
6573;W H 'Bud' Barron Airport;Dublin;United States;DBN;KDBN;America/New_York
6574;Kabale Airport;Kabale;Uganda;NULL;HUKB;Africa/Kampala
6575;Guatuso Airport;Marigot;France;NULL;MRGT;America/Costa_Rica
6576;Central Bolívar Airport;Sevilla;Spain;NULL;SVSJ;America/Caracas
6577;Corvallis Municipal Airport;Corvallis;United States;CVO;KCVO;America/Los_Angeles
6578;Tuzla Romania Airport;Tuzla;Romania;NULL;LRTZ;Europe/Bucharest
6579;El Almendro Airport;Scranton;United States;NULL;SCRT;America/Santiago
6580;San Agustin Airport;Morristown;United States;NULL;MRST;America/Costa_Rica
6581;Samambaia Heliport;Saint Denis;Reunion;NULL;SDNS;America/Sao_Paulo
6582;Fazenda Campo Verde Airport;Sihanoukville;Cambodia;NULL;SNKV;America/Fortaleza
6583;Prominent Hill Airport;Prominent Hill;Australia;PXH;YPMH;Australia/Adelaide
6584;Cowra Airport;Chatsworth;Australia;CWT;YCWR;Australia/Sydney
6585;Coral Bay Airport;Coral Bay;Australia;NULL;YCOY;Australia/Perth
6586;Ogden Hinckley Airport;Ogden;United States;OGD;KOGD;America/Denver
6587;Lake Country Regional Airport;Clarksville;United Arab Emirates;NULL;KW63;America/New_York
6588;Robert S Kerr Airport;Poteau;United States;NULL;KRKR;America/Chicago
6589;Colorado Plains Regional Airport;Akron;United States;AKO;KAKO;America/Denver
